,sents,sentiments,topics
6429,"giảng viên cho sinh viên thực hiện một dự án thực tế ngoài nội dung môn học , với mục tiêu áp dụng quy trình scrum .",1,0
6430,"giáo viên thân thiện và tích cực , đảm bảo nội dung học tập .",2,0
6431,"giảng viên tận tâm , nhiệt tình đối với sinh viên .",2,0
6432,tập trung làm nổi bật ý nghĩa và mục tiêu môn học .,0,0
6433,nội dung giảng dạy của cô còn sơ sài .,0,0
6434,bài giảng cần rõ ràng hơn .,0,1
6435,có cho lên bảng làm bài tập .,1,0
6436,"phòng thực hành cơ bản của trường còn quá kém , vậy tăng học phí đầu năm để làm gì .",0,2
6437,đề thực hành cho xa rời với lý thuyết rất nhiều những phần lý thuyết chưa học thực hành đã bắt nộp bài rồi .,0,1
6438,tạo tính chủ động cho sinh viên trong học tập .,2,1
6439,nhìn chung tạo được cảm hứng rất nhiều cho sinh viên học tập hiệu quả .,2,0
6440,giảng viên dạy nhiệt tình vui vẻ .,2,0
6441,không gặp giảng viên được một lần nào .,0,0
6442,"giáo viên nói hơi nhỏ , khó nghe .",0,0
6443,thầy dạy không có tương tác nhiều .,0,0
6444,"dạy hơi nhanh , sinh viên khó theo kịp .",0,0
6445,không nên sử dụng thực hành hình thức 2 .,0,1
6446,"dạy máy móc , thiếu thực tế .",0,0
6447,chủ đề học thường lan man .,0,1
6448,"giảng viên giảng dạy hay , dễ hiểu , nhiệt tình .",2,0
6449,"cô rất nhiệt tình , vui tính , khả năng truyền đạt tốt , luôn tạo cảm giác thoải mái trong giờ học , khá vui tính , hòa đồng , cung cấp những kiến thức rất bổ ích .",2,0
6450,"thường xuyên vào lớp muộn , 8h mới vào tới lớp .",0,0
6451,phần bài làm trên moodle có nhiều sai sót gây ảnh hưởng đến điểm chuyên cần .,0,1
6452,"thầy hay cho nghỉ , rồi lại thông báo đi học bù , nhiều khi làm lỡ thời gian của sinh viên .",0,0
6453,thái độ hơi khó chịu với sinh viên .,0,0
6454,mang tiếng phòng lab của một khoa mà không bằng phòng lab thực hành cơ bản .,0,2
6455,thầy dạy dễ hiểu nhưng còn chưa cho nhiều bài tập .,0,0
6456,giúp đỡ tận tình sinh viên .,2,0
6457,"thầy dạy hay , vui tính , hiểu tâm lý sinh viên , thích thầy nhất .",2,0
6458,phần chấm bài của giảng viên chỉ có nhắm vào các bạn thuộc bài .,0,0
6459,chưa có .,1,3
6460,luyện giao tiếp tốt .,2,0
6461,thầy không tổ chức đủ 3 buổi họp lớp ( chỉ được 1 buổi ) và sau buổi đó thì biệt tích đến gần cuối học kỳ sinh viên gửi mail thì trả lời rất trễ thậm chí một số sinh viên không được trả lời .,0,0
6462,"thầy đến lớp đúng giờ , tận tâm .",2,0
6463,giáo viên tới ngày cuối cung mới dạy nội dung thi nên nếu có việc bận không học bù được .,0,0
6464,giảng viên nhiệt tình và giúp sinh viên hiểu thêm nhiều kiến thức .,2,0
6465,"vừa giúp cho bọn em nắm chắc kiến thức về môn học , vừa giúp bọn em tự tin hơn về kỹ năng cá nhân của mình .",2,3
6466,kiến thức được trình bày đầy đủ và dễ hiểu .,2,0
6467,giảng dạy dễ hiểu và tích cực trong tiết học .,2,0
6468,giảm số lượng sinh viên fraction lớp .,0,1
6469,"rất hài lòng , thầy dạy khá hay , cũng rất vui trong lúc học .",2,0
6470,nội dung giảng dạy còn mơ hồ .,0,0
6471,"cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn .",0,2
6472,kiến thức cơ sở vững chắc .,2,1
6473,không đảm bảo đúng thời gian dạy học .,0,1
6474,"giảng viên nhiệt tình giảng dạy , luôn đúng giờ , luôn giúp đỡ sinh viên .",2,0
6475,"hiểu biết rõ hơn về các ngành học trong trường , được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau .",2,3
6476,"nhiệt tình , trình bày dễ hiểu , giúp đỡ sinh viên .",2,0
6477,"giảng dạy dễ hiểu , linh hoạt .",2,0
6478,đèn và quạt .,1,2
6479,thầy giảng bài hay và rất dễ hiểu .,2,0
6480,"cô nhiệt tình , chu đáo .",2,0
6481,"giảng viên rất nhiệt tình , đúng giờ và nghiêm túc trong giảng dạy .",2,0
6482,giảng dạy không tập trung vào chuyên môn .,2,0
6483,"gần gũi , nhiệt tình .",2,0
6484,giảng dạy tập trung .,2,0
6485,bài tập thầy ra hơi khó .,0,1
6486,giảng viên giảng và chiếu slide đôi khi nhanh nên chậm lại .,0,0
6487,"tạo nhiều điều kiện để học sinh lấy điểm cộng , giáo án ngắn gọn , dễ hiểu .",2,0
6488,"thầy rất vui tính , nhiệt tình giải đáp các thắc mắc của sinh viên !",2,0
6489,ít bài tập nâng cao .,0,1
6490,dễ tiếp cận kiến thức .,2,0
6491,"hiện có quá nhiều kiến thức , quá rộng , không tập trung chuyên sâu nên gây khó khăn trong tiếp thu .",0,1
6492,thầy dạy dễ hiểu và rõ ràng .,2,0
6493,"thầy giảng dạy rất tận tâm , có khả năng truyền đạt tốt , sử dụng giờ lên lớp hiệu quả .",2,0
6494,thầy cho nhiều bài tập hay .,2,0
6495,"cô nói nhanh quá , em nghe không kịp .",0,0
6496,cải thiện cơ sở vật chất và thiết bị dạy học .,0,2
6497,"năng nổ , nhiệt tình chỉ bảo .",2,0
6498,cô dạy truyền cảm .,2,0
6499,thầy nhiệt tình tới nỗi mỗi lần xong tiết học áo thấy đều ướt đẫm mồ hôi .,2,0
6500,do chỉ mới được học thầy nhiệm trong 2 tuần cuối nên em không có đủ thời gian tiếp súc để đưa ra đánh giá cho khảo sát trên .,1,0
6501,"giảng sinh động hơn , giao tiếp với sinh viên bằng tiếng anh thay vì đa phần là tiếng việt .",0,0
6502,rất nhiệt tình và có trách nhiệm .,2,0
6503,thầy sửa bài còn chưa kỹ .,0,0
6504,truyền đạt hơi kém .,0,0
6505,"nên bổ sung phần xây dựng kiến trúc game , tiếp xúc vơi các kiến trúc game phổ biến hiện nay .",0,1
6506,giảng viên nên dạy lâu hơn mỗi buổi học .,0,0
6507,nếu không thì buổi học toán nào 3 tiết cũng thành 5 tiết .,0,0
6508,em không thích học môn này .,0,1
6509,nhiều buổi giá viên lên lớp không đúng giờ .,0,0
6510,"thầy wzjwz299 rất tận tâm , nhiệt tình !",2,0
6511,không thể hài lòng .,0,3
6512,giảng viên nên nói lớn hơn .,0,0
6513,mọi thứ đều tốt và giảng dạy dễ hiểu .,2,0
6514,giải thích thuật toán hơi nhanh .,0,0
6515,phòng máy giật và hay bị đứng mặc dù cấu hình cao .,0,2
6516,"thầy ra nhiều bài tập , sửa chữa lỗi , dạy dễ hiểu .",2,0
6517,vui tính hòa đồng với sinh viên .,2,0
6518,"cách truyền đạt dễ hiểu , liên hệ với thực tế .",2,0
6519,"thầy dạy nhiệt tình , cung cấp một số kiến thức bổ ích cho sinh viên .",2,0
6520,phần thuyết trình của từng nhóm rất vui và bổ ích .,2,1
6521,còn nhanh .,0,0
6522,giảng viên chưa cung cấp đầy đủ đề cương môn học .,0,0
6523,"giảng viên có khả năng truyền đạt tốt , nhiệt tình , tận tâm .",2,0
6524,giảng viên thân thiện .,2,0
6525,dạy không liên quan .,0,0
6526,giờ thực hành môn còn quá ít 3 buổi .,0,1
6527,"kiến thức uyên bác và hài hước , hay kể chuyện .",2,0
6528,thay đổi bộ câu hỏi thực hành mang tính cập nhật hơn .,0,0
6529,"thầy dạy rất vui tính , thực hành thầy nên dạy nhiều kiến thức hơn nữa !",2,0
6530,"môn học này thiên về định hướng logic , nên học theo hướng trao đổi và tham khảo , tránh đặt nặng bài tập .",0,1
6531,"học rất thoải mái và dễ tiếp thu , kết quả đạt được hẳn sẽ tốt hơn !",2,0
6532,"không có hoạt động nhóm , bài tập ít .",0,1
6533,"nội dung môn học không rõ ràng , không xác định được mục tiêu cần đạt được .",0,1
6534,tăng thời gian học vì anh văn là môn học khó .,0,1
6535,thầy tận tình và giảng bài dễ hiểu .,2,0
6536,giảng viên có cung cấp nhiều tư liệu thực tế nhưng theo em nghĩ vì thời gian dành cho phần này hạn hẹp nên nội dung chưa thật sự cặn kẽ .,0,0
6537,"cô dạy cũng khá hay , nhưng hay gọi lên làm bài tập gây áp lực cho sinh viên lắm .",0,0
6538,có nội dung học rõ ràng hơn .,0,0
6539,"thường xuyên vắng mặt , làm sinh viên lên trường rồi phải về !",0,0
6540,giáo viên rất nhiệt tình giảng dạy .,2,0
6541,thêm tiết sửa bài tập nhiều hơn .,0,1
6542,"phòng học hiện nay rất nóng nhà c , mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên , để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn !",0,2
6543,"cần nâng cấp dụng cụ học tập, micro , loa , máy chiếu .",0,2
6544,"giảng viên tận tình , hướng dẫn học tập hiệu quả .",2,0
6545,thầy giải bài tập ít .,0,0
6546,phải nâng cấp quạt và máy chiếu !,0,2
6547,sử dụng hiệu quả giờ học .,2,0
6548,vài nội dung thầy giảng khó hiểu .,0,1
6549,cảm giác như là cấp 2 học nhạc và vẽ vậy .,0,3
6550,em nghĩ học theo phương pháp cũ cây phấn tấm bảng .,0,1
6551,có mấy lần gửi mail mà không thấy thầy trả lời .,0,0
6552,nhiệt tình trong giảng dạy .,2,0
6553,em nghĩ trước khi cho lớp bắt đầu thực hành thì thầy nên hướng dẫn sơ qua về các bài tập thực hành để chúng em nắm bắt được nhanh hơn và chủ động hơn về các yêu cầu .,0,0
6554,giảng viên giúp sinh viên xác định rõ ràng mục đích học tập .,2,0
6555,không có ổ cắm điện .,0,2
6556,cần giảm bớt các nội dung không cần thiết tùy theo chuyên ngành mà sinh viên theo học .,0,1
6557,lớp lý thuyết và lớp thực hành không song song kiến thức .,0,1
6558,thầy dạy hơi buồn ngủ một tí .,0,0
6559,thân ái !,1,3
6560,không nên đề hình thức thực hành là số 2 gây nhàm chán cho sinh viên sau những ngày học lý thuyết thì sinh viên nên được thực hành trên phòng lab dưới sự hướng dẫn của giảng viên .,0,1
6561,cách dạy .,1,0
6562,"cần áp dụng vào thực tiễn một cách cụ thể hơn , lý thuyết vẫn còn mang đầu óc tưởng tượng cao .",0,1
6563,"thầy thường 8h mới bắt đầu dạy , lời giảng còn khó hiểu do không cho nhiều ví dụ cụ thể cũng như demo .",0,0
6564,"giáo viên tận tình , giảng dạy tốt .",2,0
6565,khả năng truyền tải cần thuyết phục hơn .,0,0
6566,"cô giáo bộ môn rất tận tụy vì sinh viên , không có ý kiến gì thêm .",2,0
6567,đảm bảo thời gian lên lớp .,2,0
6568,em tiến bộ rất nhanh .,2,3
6569,giảng viên cho bài tập hàng tuần khá nhiều và bài tập có hướng dẫn nhưng chưa cụ thể .,0,0
6570,và từ những sự cố trên tự nhiên năm nay em vừa tốn tiền học lại mà không được học vừa bị rớt môn không được cộng điểm rèn luyện .,0,3
6571,kiến thức thầy truyền đạt rất thiết thực .,2,0
6572,semimar là hình thức tiếp thu kiến thức nhưng do những người seminar nói bâng quơ và thật sự có những nhóm không biết đang làm gì thì sao người ngồi dưới hiểu gì .,0,1
6573,cơ sở vật chất còn yếu kém .,0,2
6574,"phòng máy xài chuột bi đã cũ , khó di chuyển , phần mềm lỗi thời .",0,2
6575,"em nhận thấy , môn này học xong hầu như là vẽ mô hình , thi cuối kỳ cũng vẽ mô hình toàn tập .",0,1
6576,"máy chiếu quá mờ , phòng học nóng .",0,2
6577,giảng viên khá nhiệt tình .,2,0
6578,dạy rất dễ hiểu ạ .,2,0
6579,"giảng viên truyền đạt tốt , dễ hiểu .",2,0
6580,"cô nhiệt tình , vui tính .",2,0
6581,thầy sửa bài tập nhanh quá nên hơi khó hiểu .,0,0
6582,thầy giảng rất hay và cực kỳ nhiệt tình trong hoạt động giảng dạy .,2,0
6583,"cô dạy hay , linh hoạt .",2,0
6584,"thầy giảng dạy rất nhiệt tình , có hiệu quả cao trong quá trình tiếp thu bài giảng .",2,0
6585,"sinh viên ít được thực hành trên thiết bị mạng thật , mong nhà trường tạo điều kiện hơn cho sinh viên được thực hành .",0,2
6586,"nên bố trí cho phòng jack cắm loa cho lab , để khi thầy phát video , hoặc thí nghiệm xử lý âm thanh ra loa , giúp sinh viên tiếp cận thí nghiệm hoặc nội dung video tốt hơn .",0,2
6587,"thầy rất nhiệt tình , tậm tâm , có mở rộng rất nhiều kiến thức thực tế , thực tiễn bên ngoài xã hôi , hướng dẫn và chỉ cho sinh viên các phương pháp học cụ thể tốt nhất .",2,0
6588,"đánh giá công bằng khách quan , đúng giờ giấc , có giờ giải lao .",2,0
6589,thầy đảm bảo về bài tập cho sinh viên .,2,0
6590,cần sửa chữa trang thiết bị giảng dạy .,0,2
6591,"giảng viên dạy nhiệt tình , dễ hiểu , vui vẻ .",2,0
6592,cho nhiều tài liệu .,2,0
6593,"nếu thầy sắp xếp được thời gian lên lớp thường xuyên , thì đó quả là điều tuyệt vời vì thầy dạy rất dễ hiểu , tuy nhiên thầy hay không lên lớp quá colonsad .",0,0
